id,name,location,properties,source
101338,Jämsä Halli Lentoasemantie,"(61.85959, 24.814833)","{'locationcode/name': 'Jämsä Halli Lentoasemantie', 'locationcode/geoid': '-16011681', 'locationcode/wmo': '02946', 'location/region': 'Jämsä', 'location/country': 'Finland'}",FMI
101339,Jyväskylä lentoasema,"(62.397585, 25.670867)","{'locationcode/name': 'Jyväskylä lentoasema', 'locationcode/geoid': '-16000167', 'locationcode/wmo': '02935', 'location/region': 'Jyväskylä', 'location/country': 'Finland'}",FMI
101342,Sysmä Joutsjärvi,"(61.510861, 25.811472)","{'locationcode/name': 'Sysmä Joutsjärvi', 'locationcode/geoid': '-101342', 'location/region': 'Sysmä', 'location/country': 'Finland'}",FMI
101352,Jyväskylä Muuratjärvi,"(62.156848, 25.42166)","{'locationcode/name': 'Jyväskylä Muuratjärvi', 'locationcode/geoid': '-101352', 'location/region': 'Jyväskylä', 'location/country': 'Finland'}",FMI
101362,Luhanka Judinsalo,"(61.704484, 25.505293)","{'locationcode/name': 'Luhanka Judinsalo', 'locationcode/geoid': '-16000051', 'locationcode/wmo': '02765', 'location/region': 'Luhanka', 'location/country': 'Finland'}",FMI
101363,Multia Pirttiperä,"(62.410515, 25.049956)","{'locationcode/name': 'Multia Pirttiperä', 'locationcode/geoid': '-101363', 'location/region': 'Multia', 'location/country': 'Finland'}",FMI
101367,Joutsa Savenaho,"(61.879418, 26.094783)","{'locationcode/name': 'Joutsa Savenaho', 'locationcode/geoid': '-16000081', 'locationcode/wmo': '02771', 'location/region': 'Joutsa', 'location/country': 'Finland'}",FMI
101385,Kangasniemi kirkonkylä,"(61.98111, 26.64228)","{'locationcode/name': 'Kangasniemi kirkonkylä', 'locationcode/geoid': '-101385', 'location/region': 'Kangasniemi', 'location/country': 'Finland'}",FMI
101390,Joutsa Pärnämäki,"(61.765222, 26.391556)","{'locationcode/name': 'Joutsa Pärnämäki', 'locationcode/geoid': '-101390', 'location/region': 'Joutsa', 'location/country': 'Finland'}",FMI
101398,Mikkeli lentoasema,"(61.688597, 27.202188)","{'locationcode/name': 'Mikkeli lentoasema', 'locationcode/geoid': '-16000191', 'locationcode/wmo': '02947', 'location/region': 'Mikkeli', 'location/country': 'Finland'}",FMI
101410,Mikkeli Pitkähiekka,"(62.013326, 27.192967)","{'locationcode/name': 'Mikkeli Pitkähiekka', 'locationcode/geoid': '-101410', 'location/region': 'Mikkeli', 'location/country': 'Finland'}",FMI
101418,Juva Partala,"(61.892296, 27.885278)","{'locationcode/name': 'Juva Partala', 'locationcode/geoid': '-16000145', 'locationcode/wmo': '02736', 'location/region': 'Juva', 'location/country': 'Finland'}",FMI
101421,Varkaus Kosulanniemi,"(62.322213, 27.90785)","{'locationcode/name': 'Varkaus Kosulanniemi', 'locationcode/geoid': '-16000199', 'locationcode/wmo': '02850', 'location/region': 'Varkaus', 'location/country': 'Finland'}",FMI
101423,Savonlinna Laukansaari,"(61.79607, 28.84608)","{'locationcode/name': 'Savonlinna Laukansaari', 'locationcode/geoid': '-101423', 'location/region': 'Savonlinna', 'location/country': 'Finland'}",FMI
101425,Sulkava Halttula,"(61.923654, 28.319437)","{'locationcode/name': 'Sulkava Halttula', 'locationcode/geoid': '-101425', 'location/region': 'Sulkava', 'location/country': 'Finland'}",FMI
101430,Savonlinna lentoasema,"(61.946382, 28.932381)","{'locationcode/name': 'Savonlinna lentoasema', 'locationcode/geoid': '-16000154', 'locationcode/wmo': '02948', 'locationcode/icao': 'EFSA', 'location/region': 'Savonlinna', 'location/country': 'Finland'}",FMI
101436,Rantasalmi Rukkasluoto,"(62.06302, 28.56618)","{'locationcode/name': 'Rantasalmi Rukkasluoto', 'locationcode/geoid': '-16000172', 'locationcode/wmo': '02772', 'location/region': 'Rantasalmi', 'location/country': 'Finland'}",FMI
101441,Savonlinna Punkaharju Laukansaari,"(61.801861, 29.315056)","{'locationcode/name': 'Savonlinna Punkaharju Laukansaari', 'locationcode/geoid': '-16000039', 'locationcode/wmo': '02778', 'location/region': 'Savonlinna', 'location/country': 'Finland'}",FMI
101446,Enonkoski Simanala,"(62.05563, 29.04407)","{'locationcode/name': 'Enonkoski Simanala', 'locationcode/geoid': '-101446', 'location/region': 'Enonkoski', 'location/country': 'Finland'}",FMI
101448,Savonlinna Savonranta,"(62.16897, 29.27713)","{'locationcode/name': 'Savonlinna Savonranta', 'locationcode/geoid': '-101448', 'location/region': 'Savonlinna', 'location/country': 'Finland'}",FMI
101450,Rääkkylä kirkonkylä,"(62.311424, 29.629538)","{'locationcode/name': 'Rääkkylä kirkonkylä', 'locationcode/geoid': '-101450', 'location/region': 'Rääkkylä', 'location/country': 'Finland'}",FMI
101459,Tohmajärvi Kemie,"(62.23539, 30.34662)","{'locationcode/name': 'Tohmajärvi Kemie', 'locationcode/geoid': '-16000046', 'locationcode/wmo': '02832', 'location/region': 'Tohmajärvi', 'location/country': 'Finland'}",FMI
101460,Joensuu Huhtilampi,"(62.42668, 30.40736)","{'locationcode/name': 'Joensuu Huhtilampi', 'locationcode/geoid': '-101460', 'location/region': 'Joensuu', 'location/country': 'Finland'}",FMI
101462,Vaasa lentoasema,"(63.058578, 21.754597)","{'locationcode/name': 'Vaasa lentoasema', 'locationcode/geoid': '-101462', 'locationcode/wmo': '02911', 'locationcode/icao': 'EFVA', 'location/region': 'Vaasa', 'location/country': 'Finland'}",FMI
101464,Mustasaari Valassaaret,"(63.435083, 21.068557)","{'locationcode/name': 'Mustasaari Valassaaret', 'locationcode/geoid': '-16000000', 'locationcode/wmo': '02910', 'location/region': 'Mustasaari', 'location/country': 'Finland'}",FMI
101468,Närpiö Alamarkku,"(62.629835, 21.493534)","{'locationcode/name': 'Närpiö Alamarkku', 'locationcode/geoid': '-101468', 'location/region': 'Närpiö', 'location/country': 'Finland'}",FMI
101474,Mustasaari Riimala,"(62.970028, 21.780556)","{'locationcode/name': 'Mustasaari Riimala', 'locationcode/geoid': '-101474', 'location/region': 'Mustasaari', 'location/country': 'Finland'}",FMI
101478,Kurikka Pyörni,"(62.733722, 21.960111)","{'locationcode/name': 'Kurikka Pyörni', 'locationcode/geoid': '-101478', 'location/region': 'Kurikka', 'location/country': 'Finland'}",FMI
101479,Korsnäs Bredskäret,"(62.934331, 21.185251)","{'locationcode/name': 'Korsnäs Bredskäret', 'locationcode/geoid': '-16000068', 'locationcode/wmo': '02780', 'location/region': 'Korsnäs', 'location/country': 'Finland'}",FMI
101481,Maalahti Strömmingsbådan,"(62.978387, 20.740061)","{'locationcode/name': 'Maalahti Strömmingsbådan', 'locationcode/geoid': '-16000170', 'locationcode/wmo': '02781', 'location/region': 'Maalahti', 'location/country': 'Finland'}",FMI
101485,Vaasa Klemettilä,"(63.098706, 21.639378)","{'locationcode/name': 'Vaasa Klemettilä', 'locationcode/geoid': '-16011859', 'locationcode/wmo': '02957', 'location/region': 'Vaasa', 'location/country': 'Finland'}",FMI
101486,Seinäjoki Pelmaa,"(62.938083, 22.488778)","{'locationcode/name': 'Seinäjoki Pelmaa', 'locationcode/geoid': '-16000030', 'locationcode/wmo': '02833', 'location/region': 'Seinäjoki', 'location/country': 'Finland'}",FMI
101503,Kauhava lentokenttä,"(63.120333, 23.043639)","{'locationcode/name': 'Kauhava lentokenttä', 'locationcode/geoid': '-16000048', 'locationcode/wmo': '02913', 'location/region': 'Kauhava', 'location/country': 'Finland'}",FMI
101520,Ähtäri Inha,"(62.554614, 24.142386)","{'locationcode/name': 'Ähtäri Inha', 'locationcode/geoid': '-16000130', 'locationcode/wmo': '02924', 'location/region': 'Ähtäri', 'location/country': 'Finland'}",FMI
101528,Halsua Purola,"(63.44564, 24.44422)","{'locationcode/name': 'Halsua Purola', 'locationcode/geoid': '-16000026', 'locationcode/wmo': '02725', 'location/region': 'Halsua', 'location/country': 'Finland'}",FMI
101533,Alajärvi Möksy,"(63.08898, 24.26084)","{'locationcode/name': 'Alajärvi Möksy', 'locationcode/geoid': '-16000097', 'locationcode/wmo': '02787', 'location/region': 'Alajärvi', 'location/country': 'Finland'}",FMI
101536,Multia Karhila,"(62.510444, 24.807639)","{'locationcode/name': 'Multia Karhila', 'locationcode/geoid': '-16011679', 'locationcode/wmo': '02927', 'location/region': 'Multia', 'location/country': 'Finland'}",FMI
101537,Viitasaari Haapaniemi,"(63.082247, 25.858617)","{'locationcode/name': 'Viitasaari Haapaniemi', 'locationcode/geoid': '-16000020', 'locationcode/wmo': '02915', 'location/region': 'Viitasaari', 'location/country': 'Finland'}",FMI
101541,Äänekoski Kalaniemi,"(62.875738, 25.861713)","{'locationcode/name': 'Äänekoski Kalaniemi', 'locationcode/geoid': '-101541', 'location/region': 'Äänekoski', 'location/country': 'Finland'}",FMI
101555,Vesanto kirkonkylä,"(62.921782, 26.424701)","{'locationcode/name': 'Vesanto kirkonkylä', 'locationcode/geoid': '-16000057', 'locationcode/wmo': '02710', 'location/region': 'Vesanto', 'location/country': 'Finland'}",FMI
101569,Pielavesi Venetmäki,"(63.315179, 26.97915)","{'locationcode/name': 'Pielavesi Venetmäki', 'locationcode/geoid': '-101569', 'location/region': 'Pielavesi', 'location/country': 'Finland'}",FMI
101570,Siilinjärvi Kuopio lentoasema,"(62.998421, 27.808174)","{'locationcode/name': 'Siilinjärvi Kuopio lentoasema', 'locationcode/geoid': '-16000082', 'locationcode/wmo': '02917', 'locationcode/icao': 'EFKU', 'location/region': 'Siilinjärvi', 'location/country': 'Finland'}",FMI
101572,Kuopio Maaninka,"(63.143426, 27.313171)","{'locationcode/name': 'Kuopio Maaninka', 'locationcode/geoid': '-16000194', 'locationcode/wmo': '02788', 'location/region': 'Kuopio', 'location/country': 'Finland'}",FMI
101577,Lapinlahti Lamminkäyrä,"(63.384528, 27.3745)","{'locationcode/name': 'Lapinlahti Lamminkäyrä', 'locationcode/geoid': '-101577', 'location/region': 'Lapinlahti', 'location/country': 'Finland'}",FMI
101578,Suonenjoki Iisvesi,"(62.666, 27.043833)","{'locationcode/name': 'Suonenjoki Iisvesi', 'locationcode/geoid': '-101578', 'location/region': 'Suonenjoki', 'location/country': 'Finland'}",FMI
101579,Kuopio Karttula,"(62.851985, 27.271073)","{'locationcode/name': 'Kuopio Karttula', 'locationcode/geoid': '-101579', 'location/region': 'Kuopio', 'location/country': 'Finland'}",FMI
101580,Kuopio Ritoniemi,"(62.79892, 27.90495)","{'locationcode/name': 'Kuopio Ritoniemi', 'locationcode/geoid': '-16000047', 'locationcode/wmo': '02732', 'location/region': 'Kuopio', 'location/country': 'Finland'}",FMI
101581,Kuopio Vehmasmäki,"(62.73878, 27.5416)","{'locationcode/name': 'Kuopio Vehmasmäki', 'locationcode/geoid': '-16000148', 'locationcode/wmo': '02837', 'location/region': 'Kuopio', 'location/country': 'Finland'}",FMI
101586,Kuopio Savilahti,"(62.89256, 27.63331)","{'locationcode/name': 'Kuopio Savilahti', 'locationcode/geoid': '-16000139', 'locationcode/wmo': '02955', 'location/region': 'Kuopio', 'location/country': 'Finland'}",FMI
101587,Kuopio Puijo,"(62.90954, 27.65554)","{'locationcode/name': 'Kuopio Puijo', 'locationcode/geoid': '-101587', 'location/region': 'Kuopio', 'location/country': 'Finland'}",FMI
101589,Heinävesi Palokki,"(62.57053, 28.59248)","{'locationcode/name': 'Heinävesi Palokki', 'locationcode/geoid': '-101589', 'location/region': 'Heinävesi', 'location/country': 'Finland'}",FMI
101590,Outokumpu Viuruniemi,"(62.617512, 28.942409)","{'locationcode/name': 'Outokumpu Viuruniemi', 'locationcode/geoid': '-101590', 'location/region': 'Outokumpu', 'location/country': 'Finland'}",FMI
101599,Rautavaara Ala-Luosta,"(63.271917, 28.470333)","{'locationcode/name': 'Rautavaara Ala-Luosta', 'locationcode/geoid': '-101599', 'location/region': 'Rautavaara', 'location/country': 'Finland'}",FMI
101603,Rautavaara Ylä-Luosta,"(63.37806, 28.66166)","{'locationcode/name': 'Rautavaara Ylä-Luosta', 'locationcode/geoid': '-16000009', 'locationcode/wmo': '02789', 'location/region': 'Rautavaara', 'location/country': 'Finland'}",FMI
101608,Liperi Joensuu lentoasema,"(62.65695, 29.636079)","{'locationcode/name': 'Liperi Joensuu lentoasema', 'locationcode/geoid': '-16000121', 'locationcode/wmo': '02929', 'locationcode/icao': 'EFJO', 'location/region': 'Liperi', 'location/country': 'Finland'}",FMI
101609,Juuka Niemelä,"(63.23236, 29.23397)","{'locationcode/name': 'Juuka Niemelä', 'locationcode/geoid': '-16000079', 'locationcode/wmo': '02791', 'location/region': 'Juuka', 'location/country': 'Finland'}",FMI
101610,Joensuu Pyhäselkä,"(62.51678, 29.81092)","{'locationcode/name': 'Joensuu Pyhäselkä', 'locationcode/geoid': '-101610', 'location/region': 'Joensuu', 'location/country': 'Finland'}",FMI
101616,Lieksa Koli,"(63.108389, 29.761611)","{'locationcode/name': 'Lieksa Koli', 'locationcode/geoid': '-101616', 'location/region': 'Lieksa', 'location/country': 'Finland'}",FMI
101628,Liperi Tuiskavanluoto,"(62.54601, 29.66818)","{'locationcode/name': 'Liperi Tuiskavanluoto', 'locationcode/geoid': '-16000171', 'locationcode/wmo': '02793', 'location/region': 'Liperi', 'location/country': 'Finland'}",FMI
101632,Joensuu Linnunlahti,"(62.601794, 29.727131)","{'locationcode/name': 'Joensuu Linnunlahti', 'locationcode/geoid': '-16011685', 'locationcode/wmo': '02928', 'location/region': 'Joensuu', 'location/country': 'Finland'}",FMI
101636,Lieksa Lampela,"(63.321083, 30.045778)","{'locationcode/name': 'Lieksa Lampela', 'locationcode/geoid': '-16000123', 'locationcode/wmo': '02796', 'location/region': 'Lieksa', 'location/country': 'Finland'}",FMI
101649,Ilomantsi Pötsönvaara,"(63.141664, 31.044542)","{'locationcode/name': 'Ilomantsi Pötsönvaara', 'locationcode/geoid': '-16000185', 'locationcode/wmo': '02766', 'location/region': 'Ilomantsi', 'location/country': 'Finland'}",FMI
101650,Lieksa Hietajärvi,"(63.16711, 30.71348)","{'locationcode/name': 'Lieksa Hietajärvi', 'locationcode/geoid': '-101650', 'location/region': 'Lieksa', 'location/country': 'Finland'}",FMI
101651,Ilomantsi Mekrijärvi,"(62.769415, 30.974667)","{'locationcode/name': 'Ilomantsi Mekrijärvi', 'locationcode/geoid': '-16000113', 'locationcode/wmo': '02939', 'location/region': 'Ilomantsi', 'location/country': 'Finland'}",FMI
101660,Pietarsaari Kallan,"(63.75144, 22.52282)","{'locationcode/name': 'Pietarsaari Kallan', 'locationcode/geoid': '-16000096', 'locationcode/wmo': '02920', 'location/region': 'Luoto', 'location/country': 'Finland'}",FMI
101661,Kokkola Tankar,"(63.95114, 22.84537)","{'locationcode/name': 'Kokkola Tankar', 'locationcode/geoid': '-16000141', 'locationcode/wmo': '02721', 'location/region': 'Kokkola', 'location/country': 'Finland'}",FMI
101662,Kruunupyy Kokkola-Pietarsaari lentoasema,"(63.726552, 23.143592)","{'locationcode/name': 'Kruunupyy Kokkola-Pietarsaari lentoasema', 'locationcode/geoid': '-16000001', 'locationcode/wmo': '02903', 'locationcode/icao': 'EFKK', 'location/region': 'Kruunupyy', 'location/country': 'Finland'}",FMI
101665,Kaustinen Tastula,"(63.593527, 23.717611)","{'locationcode/name': 'Kaustinen Tastula', 'locationcode/geoid': '-101665', 'location/region': 'Kaustinen', 'location/country': 'Finland'}",FMI
101673,Kalajoki Ulkokalla,"(64.33073, 23.44627)","{'locationcode/name': 'Kalajoki Ulkokalla', 'locationcode/geoid': '-16000045', 'locationcode/wmo': '02907', 'location/region': 'Kalajoki', 'location/country': 'Finland'}",FMI
101675,Kokkola Santahaka,"(63.838822, 23.097148)","{'locationcode/name': 'Kokkola Santahaka', 'locationcode/geoid': '-16000200', 'locationcode/wmo': '02852', 'location/region': 'Kokkola', 'location/country': 'Finland'}",FMI
101679,Toholampi Oravala,"(63.766275, 24.284921)","{'locationcode/name': 'Toholampi Oravala', 'locationcode/geoid': '-101679', 'location/region': 'Toholampi', 'location/country': 'Finland'}",FMI
101683,Kalajoki Pitkäsenkylä,"(64.231028, 24.016306)","{'locationcode/name': 'Kalajoki Pitkäsenkylä', 'locationcode/geoid': '-101683', 'location/region': 'Kalajoki', 'location/country': 'Finland'}",FMI
101685,Kalajoki Mehtäkylä,"(64.273806, 24.208306)","{'locationcode/name': 'Kalajoki Mehtäkylä', 'locationcode/geoid': '-101685', 'location/region': 'Kalajoki', 'location/country': 'Finland'}",FMI
101689,Toholampi Laitala,"(63.821333, 24.163233)","{'locationcode/name': 'Toholampi Laitala', 'locationcode/geoid': '-16000087', 'locationcode/wmo': '02737', 'location/region': 'Toholampi', 'location/country': 'Finland'}",FMI
101690,Ylivieska lentokenttä,"(64.05029, 24.72468)","{'locationcode/name': 'Ylivieska lentokenttä', 'locationcode/geoid': '-16000112', 'locationcode/wmo': '02755', 'location/region': 'Ylivieska', 'location/country': 'Finland'}",FMI
101691,Ylivieska Vähäkangas,"(64.066378, 24.677135)","{'locationcode/name': 'Ylivieska Vähäkangas', 'locationcode/geoid': '-101691', 'location/region': 'Ylivieska', 'location/country': 'Finland'}",FMI
101695,Haapavesi Mustikkamäki,"(64.142631, 25.423351)","{'locationcode/name': 'Haapavesi Mustikkamäki', 'locationcode/geoid': '-16000160', 'locationcode/wmo': '02797', 'location/region': 'Haapavesi', 'location/country': 'Finland'}",FMI
101705,Pyhäjärvi Ojakylä,"(63.735886, 25.705732)","{'locationcode/name': 'Pyhäjärvi Ojakylä', 'locationcode/geoid': '-16000085', 'locationcode/wmo': '02738', 'location/region': 'Pyhäjärvi', 'location/country': 'Finland'}",FMI
101706,Pyhäjärvi Hiidenniemi,"(63.60882, 25.46905)","{'locationcode/name': 'Pyhäjärvi Hiidenniemi', 'locationcode/geoid': '-101706', 'location/region': 'Pyhäjärvi', 'location/country': 'Finland'}",FMI
101712,Kiuruvesi Korpijoki,"(63.72868, 26.36981)","{'locationcode/name': 'Kiuruvesi Korpijoki', 'locationcode/geoid': '-101712', 'location/region': 'Kiuruvesi', 'location/country': 'Finland'}",FMI
101717,Siikalatva Kestilä,"(64.355444, 26.300333)","{'locationcode/name': 'Siikalatva Kestilä', 'locationcode/geoid': '-101717', 'location/region': 'Siikalatva', 'location/country': 'Finland'}",FMI
101725,Kajaani lentoasema,"(64.282904, 27.671137)","{'locationcode/name': 'Kajaani lentoasema', 'locationcode/geoid': '-16000027', 'locationcode/wmo': '02897', 'locationcode/icao': 'EFKI', 'location/region': 'Kajaani', 'location/country': 'Finland'}",FMI
101726,Vieremä Kaarakkala,"(63.840899, 27.220614)","{'locationcode/name': 'Vieremä Kaarakkala', 'locationcode/geoid': '-16000166', 'locationcode/wmo': '02834', 'location/region': 'Vieremä', 'location/country': 'Finland'}",FMI
101742,Kajaani Paltaniemi,"(64.29154, 27.63681)","{'locationcode/name': 'Kajaani Paltaniemi', 'locationcode/geoid': '-101742', 'location/region': 'Kajaani', 'location/country': 'Finland'}",FMI
101743,Nurmes Valtimo,"(63.6673, 28.82927)","{'locationcode/name': 'Nurmes Valtimo', 'locationcode/geoid': '-16000002', 'locationcode/wmo': '02798', 'location/region': 'Nurmes', 'location/country': 'Finland'}",FMI
101753,Ristijärvi Mustavaara,"(64.469471, 28.618602)","{'locationcode/name': 'Ristijärvi Mustavaara', 'locationcode/geoid': '-101753', 'location/region': 'Ristijärvi', 'location/country': 'Finland'}",FMI
101756,Sotkamo Kuolaniemi,"(64.111972, 28.336389)","{'locationcode/name': 'Sotkamo Kuolaniemi', 'locationcode/geoid': '-16000036', 'locationcode/wmo': '02739', 'location/region': 'Sotkamo', 'location/country': 'Finland'}",FMI
101763,Nurmes Mujejärvi,"(63.824807, 29.454796)","{'locationcode/name': 'Nurmes Mujejärvi', 'locationcode/geoid': '-101763', 'location/region': 'Nurmes', 'location/country': 'Finland'}",FMI
101771,Kuhmo Apaja,"(64.068639, 29.21975)","{'locationcode/name': 'Kuhmo Apaja', 'locationcode/geoid': '-101771', 'location/region': 'Kuhmo', 'location/country': 'Finland'}",FMI
101773,Kuhmo Kalliojoki,"(64.297604, 30.17061)","{'locationcode/name': 'Kuhmo Kalliojoki', 'locationcode/geoid': '-16000181', 'locationcode/wmo': '02799', 'location/region': 'Kuhmo', 'location/country': 'Finland'}",FMI
101775,Raahe Nahkiainen,"(64.611783, 23.896737)","{'locationcode/name': 'Raahe Nahkiainen', 'locationcode/geoid': '-16000174', 'locationcode/wmo': '02800', 'location/region': 'Raahe', 'location/country': 'Finland'}",FMI
101776,Hailuoto Keskikylä,"(65.01967, 24.72758)","{'locationcode/name': 'Hailuoto Keskikylä', 'locationcode/geoid': '-16000042', 'locationcode/wmo': '02874', 'location/region': 'Hailuoto', 'location/country': 'Finland'}",FMI
101783,Kemi I majakka,"(65.385078, 24.095684)","{'locationcode/name': 'Kemi I majakka', 'locationcode/geoid': '-16000017', 'locationcode/wmo': '02863', 'location/region': 'Kemi', 'location/country': 'Finland'}",FMI
101784,Hailuoto Marjaniemi,"(65.03975, 24.56118)","{'locationcode/name': 'Hailuoto Marjaniemi', 'locationcode/geoid': '-16000059', 'locationcode/wmo': '02873', 'location/region': 'Hailuoto', 'location/country': 'Finland'}",FMI
101785,Raahe Lapaluoto satama,"(64.66589, 24.40695)","{'locationcode/name': 'Raahe Lapaluoto satama', 'locationcode/geoid': '-16000190', 'locationcode/wmo': '02872', 'location/region': 'Raahe', 'location/country': 'Finland'}",FMI
101786,Oulu lentoasema,"(64.935034, 25.339195)","{'locationcode/name': 'Oulu lentoasema', 'locationcode/geoid': '-101786', 'locationcode/wmo': '02875', 'locationcode/icao': 'EFOU', 'location/region': 'Oulu', 'location/country': 'Finland'}",FMI
101787,Siikajoki Ruukki,"(64.684206, 25.089192)","{'locationcode/name': 'Siikajoki Ruukki', 'locationcode/geoid': '-16000069', 'locationcode/wmo': '02803', 'location/region': 'Siikajoki', 'location/country': 'Finland'}",FMI
101794,Oulu Vihreäsaari satama,"(65.006399, 25.393209)","{'locationcode/name': 'Oulu Vihreäsaari satama', 'locationcode/geoid': '-16000100', 'locationcode/wmo': '02876', 'location/region': 'Oulu', 'location/country': 'Finland'}",FMI
101799,Oulu Oulunsalo Pellonpää,"(64.93698, 25.372989)","{'locationcode/name': 'Oulu Oulunsalo Pellonpää', 'locationcode/geoid': '-16000201', 'locationcode/wmo': '02851', 'location/region': 'Oulu', 'location/country': 'Finland'}",FMI
101800,Vaala Pelso,"(64.501444, 26.423857)","{'locationcode/name': 'Vaala Pelso', 'locationcode/geoid': '-16000187', 'locationcode/wmo': '02714', 'location/region': 'Vaala', 'location/country': 'Finland'}",FMI
101805,Pudasjärvi lentokenttä,"(65.40014, 26.96311)","{'locationcode/name': 'Pudasjärvi lentokenttä', 'locationcode/geoid': '-16000103', 'locationcode/wmo': '02866', 'location/region': 'Pudasjärvi', 'location/country': 'Finland'}",FMI
101809,Utajärvi Särkijärvi,"(64.922517, 27.25125)","{'locationcode/name': 'Utajärvi Särkijärvi', 'locationcode/geoid': '-101809', 'location/region': 'Utajärvi', 'location/country': 'Finland'}",FMI
101812,Pudasjärvi Jaurakkajärvi,"(65.16072, 27.64664)","{'locationcode/name': 'Pudasjärvi Jaurakkajärvi', 'locationcode/geoid': '-101812', 'location/region': 'Pudasjärvi', 'location/country': 'Finland'}",FMI
101822,Suomussalmi Näljänkä,"(65.23964, 28.44834)","{'locationcode/name': 'Suomussalmi Näljänkä', 'locationcode/geoid': '-101822', 'location/region': 'Suomussalmi', 'location/country': 'Finland'}",FMI
101826,Suomussalmi Pesiö,"(64.931252, 28.746722)","{'locationcode/name': 'Suomussalmi Pesiö', 'locationcode/geoid': '-16000118', 'locationcode/wmo': '02889', 'location/region': 'Suomussalmi', 'location/country': 'Finland'}",FMI
101830,Puolanka Kotila,"(64.665944, 28.029472)","{'locationcode/name': 'Puolanka Kotila', 'locationcode/geoid': '-101830', 'location/region': 'Puolanka', 'location/country': 'Finland'}",FMI
101831,Puolanka Paljakka,"(64.66404, 28.05673)","{'locationcode/name': 'Puolanka Paljakka', 'locationcode/geoid': '-16011851', 'locationcode/wmo': '02859', 'location/region': 'Puolanka', 'location/country': 'Finland'}",FMI
101840,Kemi Kemi-Tornio lentoasema,"(65.789444, 24.582778)","{'locationcode/name': 'Kemi Kemi-Tornio lentoasema', 'locationcode/geoid': '-16000056', 'locationcode/wmo': '02864', 'locationcode/icao': 'EFKE', 'location/region': 'Keminmaa', 'location/country': 'Finland'}",FMI
101846,Kemi Ajos,"(65.673195, 24.515204)","{'locationcode/name': 'Kemi Ajos', 'locationcode/geoid': '-16000084', 'locationcode/wmo': '02862', 'location/region': 'Kemi', 'location/country': 'Finland'}",FMI
101851,Tornio Torppi,"(65.84733, 24.17369)","{'locationcode/name': 'Tornio Torppi', 'locationcode/geoid': '-16011672', 'locationcode/wmo': '02880', 'location/region': 'Tornio', 'location/country': 'Finland'}",FMI
