id,name,location,properties,source
103976,Helsinki Suomenlinna aaltopoiju,"(60.123333, 24.972833)","{'locationcode/name': 'Helsinki Suomenlinna aaltopoiju', 'locationcode/geoid': '-103976', 'location/region': 'Helsinki', 'location/country': 'Finland'}",FMI
104017,Siilinjärvi Sorakuja,"(63.0724, 27.66115)","{'locationcode/name': 'Siilinjärvi Sorakuja', 'locationcode/geoid': '-104017', 'location/region': 'Siilinjärvi', 'location/country': 'Finland'}",FMI
104029,Porvoo Mannerheiminkatu,"(60.39443, 25.660691)","{'locationcode/name': 'Porvoo Mannerheiminkatu', 'locationcode/geoid': '-104029', 'location/region': 'Porvoo', 'location/country': 'Finland'}",FMI
104042,Kouvola Kuusankoski Mäkikylä,"(60.89444, 26.591671)","{'locationcode/name': 'Kouvola Kuusankoski Mäkikylä', 'locationcode/geoid': '-104042', 'location/region': 'Kouvola', 'location/country': 'Finland'}",FMI
104045,Savonlinna Olavinkatu,"(61.87059, 28.876131)","{'locationcode/name': 'Savonlinna Olavinkatu', 'locationcode/geoid': '-104045', 'location/region': 'Savonlinna', 'location/country': 'Finland'}",FMI
104048,Vantaa Lentoasema,"(60.31431, 24.97277)","{'locationcode/name': 'Vantaa Lentoasema', 'locationcode/geoid': '-104048', 'location/region': 'Vantaa', 'location/country': 'Finland'}",FMI
104053,Helsinki Katajanokka 2,"(60.16522, 24.973811)","{'locationcode/name': 'Helsinki Katajanokka 2', 'locationcode/geoid': '-104053', 'location/region': 'Helsinki', 'location/country': 'Finland'}",FMI
104058,Hyvinkää,"(60.63273, 24.861241)","{'locationcode/name': 'Hyvinkää', 'locationcode/geoid': '-104058', 'location/region': 'Hyvinkää', 'location/country': 'Finland'}",FMI
104064,Parainen,"(60.29678, 22.299271)","{'locationcode/name': 'Parainen', 'locationcode/geoid': '-104064', 'location/region': 'Parainen', 'location/country': 'Finland'}",FMI
104074,Helsinki Tapanila,"(60.26378, 25.024061)","{'locationcode/name': 'Helsinki Tapanila', 'locationcode/geoid': '-104074', 'location/region': 'Helsinki', 'location/country': 'Finland'}",FMI
104076,Vantaa Kehä III Varisto,"(60.2818, 24.824611)","{'locationcode/name': 'Vantaa Kehä III Varisto', 'locationcode/geoid': '-104076', 'location/region': 'Vantaa', 'location/country': 'Finland'}",FMI
104078,Kouvola Kankaan Koulu,"(60.87045, 26.7011)","{'locationcode/name': 'Kouvola Kankaan Koulu', 'locationcode/geoid': '-104078', 'location/region': 'Kouvola', 'location/country': 'Finland'}",FMI
104080,Vantaa Ruskeasanta 2,"(60.31203, 25.011031)","{'locationcode/name': 'Vantaa Ruskeasanta 2', 'locationcode/geoid': '-104080', 'location/region': 'Vantaa', 'location/country': 'Finland'}",FMI
104083,Vantaa Hämeenlinnanväylä,"(60.27196, 24.87451)","{'locationcode/name': 'Vantaa Hämeenlinnanväylä', 'locationcode/geoid': '-104083', 'location/region': 'Vantaa', 'location/country': 'Finland'}",FMI
104091,Nastola Rakokiventie siirrettävä,"(60.93642, 25.961351)","{'locationcode/name': 'Nastola Rakokiventie siirrettävä', 'locationcode/geoid': '-104091', 'location/region': 'Lahti', 'location/country': 'Finland'}",FMI
104092,Lahti Holma,"(61.00785, 25.679131)","{'locationcode/name': 'Lahti Holma', 'location/country': 'Finland'}",FMI
104096,Hollola Muovitie,"(60.99668, 25.534771)","{'locationcode/name': 'Hollola Muovitie', 'locationcode/geoid': '-104096', 'location/region': 'Hollola', 'location/country': 'Finland'}",FMI
104097,Nastola Kukkasen koulu,"(60.94898, 25.908831)","{'locationcode/name': 'Nastola Kukkasen koulu', 'locationcode/geoid': '-104097', 'location/region': 'Lahti', 'location/country': 'Finland'}",FMI
104098,Kuopio Niirala,"(62.88875, 27.653971)","{'locationcode/name': 'Kuopio Niirala', 'locationcode/geoid': '-104098', 'location/region': 'Kuopio', 'location/country': 'Finland'}",FMI
104099,Siilinjärvi Pahkamäki,"(63.17527, 27.7711)","{'locationcode/name': 'Siilinjärvi Pahkamäki', 'locationcode/geoid': '-104099', 'location/region': 'Siilinjärvi', 'location/country': 'Finland'}",FMI
104105,Helsinki Töölöntulli,"(60.19034, 24.915731)","{'locationcode/name': 'Helsinki Töölöntulli', 'locationcode/geoid': '-104105', 'location/region': 'Helsinki', 'location/country': 'Finland'}",FMI
104108,Pieksämäki Savontie,"(62.30087, 27.1581)","{'locationcode/name': 'Pieksämäki Savontie', 'locationcode/geoid': '-104108', 'location/region': 'Pieksämäki', 'location/country': 'Finland'}",FMI
104109,Hailuoto Kujalannurkka,"(65.00036, 24.690661)","{'locationcode/name': 'Hailuoto Kujalannurkka', 'locationcode/geoid': '-104109', 'location/region': 'Hailuoto', 'location/country': 'Finland'}",FMI
104113,Jämsä Lääkäritalo,"(61.86922, 25.20081)","{'locationcode/name': 'Jämsä Lääkäritalo', 'locationcode/geoid': '-104113', 'location/region': 'Jämsä', 'location/country': 'Finland'}",FMI
104188,Varkaus kaupungintalo,"(62.31238, 27.886721)","{'locationcode/name': 'Varkaus kaupungintalo', 'locationcode/geoid': '-104188', 'location/region': 'Varkaus', 'location/country': 'Finland'}",FMI
104340,Espoo Matinkylä,"(60.16433, 24.751821)","{'locationcode/name': 'Espoo Matinkylä', 'locationcode/geoid': '-104340', 'location/region': 'Espoo', 'location/country': 'Finland'}",FMI
104600,Pori Kaijakari,"(61.6228, 21.3962)","{'locationcode/name': 'Pori Kaijakari', 'locationcode/geoid': '-104600', 'location/region': 'Pori', 'location/country': 'Finland'}",FMI
104796,Lahti Sopenkorpi,"(60.974654, 25.620202)","{'locationcode/name': 'Lahti Sopenkorpi', 'locationcode/geoid': '-104796', 'location/region': 'Lahti', 'location/country': 'Finland'}",FMI
105302,Siuntio Sjundby,"(60.143328, 24.262379)","{'locationcode/name': 'Siuntio Sjundby', 'locationcode/geoid': '-105302', 'location/region': 'Siuntio', 'location/country': 'Finland'}",FMI
105392,Sipoo Itätoukki,"(60.101207, 25.194394)","{'locationcode/name': 'Sipoo Itätoukki', 'locationcode/geoid': '-105392', 'location/region': 'Sipoo', 'location/country': 'Finland'}",FMI
105409,Kouvola Inkeroinen tehtaanmäen koulu,"(60.70653, 26.82763)","{'locationcode/name': 'Kouvola Inkeroinen tehtaanmäen koulu', 'locationcode/geoid': '-105409', 'location/region': 'Kouvola', 'location/country': 'Finland'}",FMI
105416,Heinola Tiilitehtaankatu,"(61.20049, 26.04694)","{'locationcode/name': 'Heinola Tiilitehtaankatu', 'locationcode/geoid': '-105416', 'location/region': 'Heinola', 'location/country': 'Finland'}",FMI
105425,Siilinjärvi Musti,"(63.19622, 27.73654)","{'locationcode/name': 'Siilinjärvi Musti', 'locationcode/geoid': '-105425', 'location/region': 'Kuusamo', 'location/country': 'Finland'}",FMI
105427,Rauma Pyynpää,"(61.136631, 21.515327)","{'locationcode/name': 'Rauma Pyynpää', 'locationcode/geoid': '-105427', 'location/region': 'Rauma', 'location/country': 'Finland'}",FMI
106415,Hamina Satama ratapiha,"(60.54113, 27.16218)","{'locationcode/name': 'Hamina Satama ratapiha', 'locationcode/geoid': '-106415', 'location/region': 'Hamina', 'location/country': 'Finland'}",FMI
106417,Varkaus Kosulanniemi Rantalankatu,"(62.31728, 27.91195)","{'locationcode/name': 'Varkaus Kosulanniemi Rantalankatu', 'locationcode/geoid': '-106417', 'location/region': 'Varkaus', 'location/country': 'Finland'}",FMI
106418,Savonlinna Haapasalmi,"(61.86918, 28.88585)","{'locationcode/name': 'Savonlinna Haapasalmi', 'locationcode/geoid': '-106418', 'location/region': 'Savonlinna', 'location/country': 'Finland'}",FMI
106419,Raisio Kaanaa Sakunpiha,"(60.46574, 22.10435)","{'locationcode/name': 'Raisio Kaanaa Sakunpiha', 'locationcode/geoid': '-106419', 'location/region': 'Raisio', 'location/country': 'Finland'}",FMI
106420,Pori Paanakedonkatu,"(61.48226, 21.81329)","{'locationcode/name': 'Pori Paanakedonkatu', 'locationcode/geoid': '-106420', 'location/region': 'Pori', 'location/country': 'Finland'}",FMI
106435,Muonio kirkonkylä,"(67.958293, 23.68449)","{'locationcode/name': 'Muonio kirkonkylä', 'locationcode/geoid': '-106435', 'locationcode/wmo': '02823', 'location/region': 'Muonio', 'location/country': 'Finland'}",FMI
106629,Siilinjärvi Murtomäki,"(63.13657, 27.70455)","{'locationcode/name': 'Siilinjärvi Murtomäki', 'locationcode/geoid': '-106629', 'location/region': 'Siilinjärvi', 'location/country': 'Finland'}",FMI
106630,Raisio Ihala,"(60.47038, 22.1902)","{'locationcode/name': 'Raisio Ihala', 'locationcode/geoid': '-106630', 'location/region': 'Raisio', 'location/country': 'Finland'}",FMI
106631,Uusikaupunki Vekara,"(60.8679, 21.0469)","{'locationcode/name': 'Uusikaupunki Vekara', 'locationcode/geoid': '-106631', 'location/region': 'Uusikaupunki', 'location/country': 'Finland'}",FMI
106796,Jyväskylä Hannikaisenkatu,"(62.23817, 25.74788)","{'locationcode/name': 'Jyväskylä Hannikaisenkatu', 'locationcode/geoid': '-106796', 'location/region': 'Jyväskylä', 'location/country': 'Finland'}",FMI
106797,Turku Kauppatori väliaikainen,"(60.452, 22.2668)","{'locationcode/name': 'Turku Kauppatori väliaikainen', 'locationcode/geoid': '-106797', 'location/region': 'Turku', 'location/country': 'Finland'}",FMI
106948,Helsinki Länsisatama 4,"(60.15521, 24.92178)","{'locationcode/name': 'Helsinki Länsisatama 4', 'locationcode/geoid': '-106948', 'location/region': 'Helsinki', 'location/country': 'Finland'}",FMI
106949,Espoo Länsiväylä Friisilä,"(60.1613, 24.71205)","{'locationcode/name': 'Espoo Länsiväylä Friisilä', 'locationcode/geoid': '-106949', 'location/region': 'Espoo', 'location/country': 'Finland'}",FMI
106950,Helsinki Pirkkola,"(60.23422, 24.92232)","{'locationcode/name': 'Helsinki Pirkkola', 'locationcode/geoid': '-106950', 'location/region': 'Helsinki', 'location/country': 'Finland'}",FMI
106951,Vantaa Tikkurila Talvikkitie,"(60.29509, 25.03316)","{'locationcode/name': 'Vantaa Tikkurila Talvikkitie', 'locationcode/geoid': '-106951', 'location/region': 'Vantaa', 'location/country': 'Finland'}",FMI
106953,Kirkkonummi keskusta,"(60.13022, 24.42632)","{'locationcode/name': 'Kirkkonummi keskusta', 'locationcode/geoid': '-106953', 'location/region': 'Kirkkonummi', 'location/country': 'Finland'}",FMI
106954,Kuopio Savilahti KYS,"(62.89553, 27.64725)","{'locationcode/name': 'Kuopio Savilahti KYS', 'locationcode/geoid': '-106954', 'location/region': 'Kuopio', 'location/country': 'Finland'}",FMI
107026,Siilinjärvi Kuuslahti,"(63.12723, 27.77178)","{'locationcode/name': 'Siilinjärvi Kuuslahti', 'locationcode/geoid': '-107026', 'location/region': 'Siilinjärvi', 'location/country': 'Finland'}",FMI
107029,Pyhtää lentokenttä,"(60.485947, 26.592089)","{'locationcode/name': 'Pyhtää lentokenttä', 'locationcode/geoid': '-107029', 'location/region': 'Pyhtää', 'location/country': 'Finland'}",FMI
107033,Maalahti Storskäret,"(63.1076, 20.8185)","{'locationcode/name': 'Maalahti Storskäret', 'locationcode/geoid': '-107033', 'location/region': 'Maalahti', 'location/country': 'Finland'}",FMI
107063,Varkaus Kommila terveyskeskus,"(62.3286, 27.89)","{'locationcode/name': 'Varkaus Kommila terveyskeskus', 'locationcode/geoid': '-107063', 'location/region': 'Varkaus', 'location/country': 'Finland'}",FMI
107081,Kuusamo Välikangas,"(65.99763, 29.22268)","{'locationcode/name': 'Kuusamo Välikangas', 'locationcode/geoid': '-107081', 'location/region': 'Kuusamo', 'location/country': 'Finland'}",FMI
107113,Sotkamo Tuhkakylä,"(63.996179, 28.059716)","{'locationcode/name': 'Sotkamo Tuhkakylä', 'locationcode/geoid': '-107113', 'location/region': 'Sotkamo', 'location/country': 'Finland'}",FMI
107135,Siilinjärvi Vuorelantie,"(62.97529, 27.702)","{'locationcode/name': 'Siilinjärvi Vuorelantie', 'locationcode/geoid': '-107135', 'location/region': 'Siilinjärvi', 'location/country': 'Finland'}",FMI
107147,Lohja Harjula,"(60.24903, 24.06947)","{'locationcode/name': 'Lohja Harjula', 'locationcode/geoid': '-107147', 'location/region': 'Lohja', 'location/country': 'Finland'}",FMI
107148,Espoo Otaniemi Kehä I,"(60.18034, 24.82224)","{'locationcode/name': 'Espoo Otaniemi Kehä I', 'locationcode/geoid': '-107148', 'location/region': 'Espoo', 'location/country': 'Finland'}",FMI
107164,Kotka Mussalo satama/siirrettävä,"(60.42839, 26.9172)","{'locationcode/name': 'Kotka Mussalo satama/siirrettävä', 'locationcode/geoid': '-107164', 'location/region': 'Kotka', 'location/country': 'Finland'}",FMI
107165,Helsinki Paloheinä,"(60.25004, 24.93942)","{'locationcode/name': 'Helsinki Paloheinä', 'locationcode/geoid': '-107165', 'location/region': 'Helsinki', 'location/country': 'Finland'}",FMI
107166,Hyvinkää Kruununpuisto,"(60.61923, 24.85786)","{'locationcode/name': 'Hyvinkää Kruununpuisto', 'locationcode/geoid': '-107166', 'location/region': 'Hyvinkää', 'location/country': 'Finland'}",FMI
107167,Kotka Metsäkulma,"(60.50219, 26.97073)","{'locationcode/name': 'Kotka Metsäkulma', 'locationcode/geoid': '-107167', 'location/region': 'Kotka', 'location/country': 'Finland'}",FMI
107168,Äänekoski Paloasema,"(62.602285, 25.739853)","{'locationcode/name': 'Äänekoski Paloasema', 'locationcode/geoid': '-107168', 'location/region': 'Äänekoski', 'location/country': 'Finland'}",FMI
107201,Tervola Loue,"(66.153439, 24.9901)","{'locationcode/name': 'Tervola Loue', 'locationcode/geoid': '-107201', 'location/region': 'Tervola', 'location/country': 'Finland'}",FMI
107218,Kemi Keskusta,"(65.733541, 24.562148)","{'locationcode/name': 'Kemi Keskusta', 'locationcode/geoid': '-107218', 'location/region': 'Kemi', 'location/country': 'Finland'}",FMI
107268,Siilinjärvi Sulkavanniitty,"(63.08796, 27.68636)","{'locationcode/name': 'Siilinjärvi Sulkavanniitty', 'locationcode/geoid': '-107268', 'location/region': 'Siilinjärvi', 'location/country': 'Finland'}",FMI
107280,Tuusula Vaunukangas,"(60.40867, 25.0015)","{'locationcode/name': 'Tuusula Vaunukangas', 'locationcode/geoid': '-107280', 'location/region': 'Tuusula', 'location/country': 'Finland'}",FMI
107281,Vantaa Ylästö,"(60.27807, 24.90711)","{'locationcode/name': 'Vantaa Ylästö', 'locationcode/geoid': '-107281', 'location/region': 'Vantaa', 'location/country': 'Finland'}",FMI
107282,Lahti Mustamäenkatu,"(60.96271, 25.64369)","{'locationcode/name': 'Lahti Mustamäenkatu', 'locationcode/geoid': '-107282', 'location/region': 'Lahti', 'location/country': 'Finland'}",FMI
107284,Kemi Biotuotetehdas,"(65.75865, 24.53986)","{'locationcode/name': 'Kemi Biotuotetehdas', 'locationcode/geoid': '-107284', 'location/region': 'Kemi', 'location/country': 'Finland'}",FMI
107285,Kotka Ruukinkatu,"(60.46802, 26.95146)","{'locationcode/name': 'Kotka Ruukinkatu', 'locationcode/geoid': '-107285', 'location/region': 'Kotka', 'location/country': 'Finland'}",FMI
107379,Lappeenranta Ojala-Tuomela,"(61.034338, 28.212409)","{'locationcode/name': 'Lappeenranta Ojala-Tuomela', 'locationcode/geoid': '-107379', 'location/region': 'Lappeenranta', 'location/country': 'Finland'}",FMI
107382,Varkaus Kommila,"(62.3291, 27.8857)","{'locationcode/name': 'Varkaus Kommila', 'locationcode/geoid': '-107382', 'location/region': 'Varkaus', 'location/country': 'Finland'}",FMI
107383,Maarianhamina Lotsberget,"(60.087643, 19.935463)","{'locationcode/name': 'Maarianhamina Lotsberget', 'locationcode/geoid': '-107383', 'location/region': 'Maarianhamina', 'location/country': 'Finland'}",FMI
107392,Heinola Tommola,"(61.200103, 26.049268)","{'locationcode/name': 'Heinola Tommola', 'locationcode/geoid': '-107392', 'location/region': 'Heinola', 'location/country': 'Finland'}",FMI
107393,Heinola Vierumäki,"(61.107559, 25.930068)","{'locationcode/name': 'Heinola Vierumäki', 'locationcode/geoid': '-107393', 'location/region': 'Heinola', 'location/country': 'Finland'}",FMI
107399,Espoo Pohjois-Tapiola 2,"(60.18289, 24.79345)","{'locationcode/name': 'Espoo Pohjois-Tapiola 2', 'locationcode/geoid': '-107399', 'location/region': 'Espoo', 'location/country': 'Finland'}",FMI
107400,Järvenpää Helsingintie,"(60.46972, 25.08735)","{'locationcode/name': 'Järvenpää Helsingintie', 'locationcode/geoid': '-107400', 'location/region': 'Järvenpää', 'location/country': 'Finland'}",FMI
107401,Jyväskylä Jyskä,"(62.2415, 25.8415)","{'locationcode/name': 'Jyväskylä Jyskä', 'locationcode/geoid': '-107401', 'location/region': 'Jyväskylä', 'location/country': 'Finland'}",FMI
107541,Kuopio Kurkimäki,"(62.78102, 27.49677)","{'locationcode/name': 'Kuopio Kurkimäki', 'locationcode/geoid': '-107541', 'location/region': 'Kuopio', 'location/country': 'Finland'}",FMI
107542,Siilinjärvi Ranta,"(63.11134, 27.76019)","{'locationcode/name': 'Siilinjärvi Ranta', 'locationcode/geoid': '-107542', 'location/region': 'Siilinjärvi', 'location/country': 'Finland'}",FMI
107543,Lohja Moisio,"(60.25294, 24.07861)","{'locationcode/name': 'Lohja Moisio', 'locationcode/geoid': '-107543', 'location/region': 'Lohja', 'location/country': 'Finland'}",FMI
107563,Lappeenranta Ihalainen 2,"(61.03879, 28.17635)","{'locationcode/name': 'Lappeenranta Ihalainen 2', 'locationcode/geoid': '-107563', 'location/region': 'Lappeenranta', 'location/country': 'Finland'}",FMI
107569,Turku Kauppatori 2,"(60.45183, 22.26783)","{'locationcode/name': 'Turku Kauppatori 2', 'locationcode/geoid': '-107569', 'location/region': 'Turku', 'location/country': 'Finland'}",FMI
126736,Kajaani Petäisenniska,"(64.216775, 27.751937)","{'locationcode/name': 'Kajaani Petäisenniska', 'locationcode/geoid': '-10022731', 'locationcode/wmo': '02883', 'location/region': 'Kajaani', 'location/country': 'Finland'}",FMI
126737,Utsjoki Kevo Kevojärvi,"(69.757, 27.012)","{'locationcode/name': 'Utsjoki Kevo Kevojärvi', 'locationcode/geoid': '-16011866', 'locationcode/wmo': '02890', 'location/region': 'Utsjoki', 'location/country': 'Finland'}",FMI
129963,Inari Seitalaassa,"(69.048514, 27.756794)","{'locationcode/name': 'Inari Seitalaassa', 'locationcode/geoid': '-16011881', 'locationcode/wmo': '02888', 'location/region': 'Inari', 'location/country': 'Finland'}",FMI
132310,Helsinki Kaivopuisto,"(60.15363, 24.95622)","{'locationcode/name': 'Helsinki Kaivopuisto', 'locationcode/geoid': '-10022814', 'location/region': 'Helsinki', 'location/country': 'Finland'}",FMI
134220,Pohjois-Itämeri aaltopoiju,"(59.248167, 20.998333)","{'locationcode/name': 'Pohjois-Itämeri aaltopoiju', 'locationcode/geoid': '-10022811', 'location/region': 'Helsinki', 'location/country': 'Finland'}",FMI
134221,Suomenlahti aaltopoiju,"(59.965, 25.235)","{'locationcode/name': 'Suomenlahti aaltopoiju', 'locationcode/geoid': '-10022810', 'location/region': 'Sipoo', 'location/country': 'Finland'}",FMI
134223,Vaasa Vaskiluoto,"(63.0815, 21.57118)","{'locationcode/name': 'Vaasa Vaskiluoto', 'locationcode/geoid': '-10022815', 'location/region': 'Vaasa', 'location/country': 'Finland'}",FMI
134224,Rauma Petäjäs,"(61.133896, 21.442631)","{'locationcode/name': 'Rauma Petäjäs', 'locationcode/geoid': '-10022816', 'location/region': 'Rauma', 'location/country': 'Finland'}",FMI
134225,Turku Ruissalo Saaronniemi,"(60.42828, 22.100533)","{'locationcode/name': 'Turku Ruissalo Saaronniemi', 'locationcode/geoid': '-10022817', 'location/region': 'Turku', 'location/country': 'Finland'}",FMI
134246,Selkämeri aaltopoiju,"(61.8001, 20.23267)","{'locationcode/name': 'Selkämeri aaltopoiju', 'locationcode/geoid': '-10022812', 'location/region': 'Helsinki', 'location/country': 'Finland'}",FMI
134248,Oulu Toppila,"(65.0403, 25.4182)","{'locationcode/name': 'Oulu Toppila', 'locationcode/geoid': '-10022818', 'location/region': 'Oulu', 'location/country': 'Finland'}",FMI
134250,Pietarsaari Leppäluoto,"(63.70857, 22.68958)","{'locationcode/name': 'Pietarsaari Leppäluoto', 'locationcode/geoid': '-10022819', 'location/region': 'Pietarsaari', 'location/country': 'Finland'}",FMI
134251,Kaskinen Ådskär,"(62.34395, 21.21483)","{'locationcode/name': 'Kaskinen Ådskär', 'locationcode/geoid': '-10022820', 'location/region': 'Kaskinen', 'location/country': 'Finland'}",FMI
134252,Föglö Degerby,"(60.031883, 20.384817)","{'locationcode/name': 'Föglö Degerby', 'locationcode/geoid': '-10022821', 'location/region': 'Föglö', 'location/country': 'Finland'}",FMI
134253,Hanko Pikku Kolalahti,"(59.822867, 22.976583)","{'locationcode/name': 'Hanko Pikku Kolalahti', 'locationcode/geoid': '-10022822', 'location/region': 'Hanko', 'location/country': 'Finland'}",FMI
134254,Hamina Pitäjänsaari,"(60.562767, 27.1792)","{'locationcode/name': 'Hamina Pitäjänsaari', 'locationcode/geoid': '-10022823', 'location/region': 'Hamina', 'location/country': 'Finland'}",FMI
134266,Pori Mäntyluoto Kallo,"(61.59438, 21.46343)","{'locationcode/name': 'Pori Mäntyluoto Kallo', 'locationcode/geoid': '-10022824', 'location/region': 'Pori', 'location/country': 'Finland'}",FMI
137188,Ilmajoki Seinäjoki lentoasema,"(62.685713, 22.842723)","{'locationcode/name': 'Ilmajoki Seinäjoki lentoasema', 'locationcode/geoid': '-137188', 'locationcode/icao': 'EFSI', 'location/region': 'Ilmajoki', 'location/country': 'Finland'}",FMI
137190,Rovaniemi lentoasema AWOS,"(66.57283, 25.848647)","{'locationcode/name': 'Rovaniemi lentoasema AWOS', 'locationcode/geoid': '-137190', 'locationcode/icao': 'EFRO', 'location/region': 'Rovaniemi', 'location/country': 'Finland'}",FMI
137208,Jyväskylä lentoasema AWOS,"(62.393322, 25.688617)","{'locationcode/name': 'Jyväskylä lentoasema AWOS', 'locationcode/geoid': '-137208', 'locationcode/icao': 'EFJY', 'location/region': 'Jyväskylä', 'location/country': 'Finland'}",FMI
137228,Perämeri aaltopoiju,"(64.6841, 23.238)","{'locationcode/name': 'Perämeri aaltopoiju', 'locationcode/geoid': '-10022813', 'location/region': 'Helsinki', 'location/country': 'Finland'}",FMI
150168,Puumala kirkonkylä,"(61.52242, 28.18491)","{'locationcode/name': 'Puumala kirkonkylä', 'locationcode/geoid': '-16011879', 'locationcode/wmo': '02718', 'location/region': 'Puumala', 'location/country': 'Finland'}",FMI
151028,Helsinki Vuosaari satama,"(60.20867, 25.1959)","{'locationcode/name': 'Helsinki Vuosaari satama', 'locationcode/geoid': '-16011877', 'location/region': 'Helsinki', 'location/country': 'Finland'}",FMI
151029,Maarianhamina Länsisatama,"(60.091359, 19.929101)","{'locationcode/name': 'Maarianhamina Länsisatama', 'locationcode/geoid': '-10022795', 'locationcode/wmo': '02997', 'location/region': 'Maarianhamina', 'location/country': 'Finland'}",FMI
151048,Lumparland Långnäs satama,"(60.115843, 20.297649)","{'locationcode/name': 'Lumparland Långnäs satama', 'locationcode/geoid': '-16011876', 'locationcode/wmo': '02724', 'location/region': 'Lumparland', 'location/country': 'Finland'}",FMI
654900,Hanko Längden,"(59.7572, 23.22)","{'locationcode/name': 'Hanko Längden', 'locationcode/geoid': '-654900', 'location/region': 'Raasepori', 'location/country': 'Finland'}",FMI
654910,Espoo Kytö,"(60.0576, 24.7248)","{'locationcode/name': 'Espoo Kytö', 'locationcode/geoid': '-654910', 'location/region': 'Espoo', 'location/country': 'Finland'}",FMI
654923,Kemiönsaari Kalvören,"(59.9038, 22.6274)","{'locationcode/name': 'Kemiönsaari Kalvören', 'locationcode/geoid': '-654923', 'location/region': 'Kemiönsaari', 'location/country': 'Finland'}",FMI
778135,Kittilä Lompolonvuoma,"(67.997459, 24.209546)","{'locationcode/name': 'Kittilä Lompolonvuoma', 'locationcode/geoid': '-778135', 'locationcode/wmo': '02764', 'location/region': 'Kittilä', 'location/country': 'Finland'}",FMI
778578,Rauma Sinisaari,"(61.1247, 21.49343)","{'locationcode/name': 'Rauma Sinisaari', 'locationcode/geoid': '-778578', 'location/region': 'Rauma', 'location/country': 'Finland'}",FMI
806428,Kuusamo Ruka Talvijärvi,"(66.171599, 29.136459)","{'locationcode/name': 'Kuusamo Ruka Talvijärvi', 'locationcode/geoid': '-806428', 'locationcode/wmo': '02760', 'location/region': 'Kuusamo', 'location/country': 'Finland'}",FMI
852678,Espoo Nuuksio,"(60.291281, 24.567815)","{'locationcode/name': 'Espoo Nuuksio', 'locationcode/geoid': '-852678', 'locationcode/wmo': '02986', 'location/region': 'Espoo', 'location/country': 'Finland'}",FMI
855522,Mikkeli Lentoasema AWOS,"(61.68751, 27.20671)","{'locationcode/name': 'Mikkeli Lentoasema AWOS', 'locationcode/geoid': '-855522', 'locationcode/icao': 'EFMI', 'location/region': 'Mikkeli', 'location/country': 'Finland'}",FMI
874863,Espoo Tapiola,"(60.177967, 24.787433)","{'locationcode/name': 'Espoo Tapiola', 'locationcode/geoid': '-874863', 'locationcode/wmo': '02985', 'location/region': 'Espoo', 'location/country': 'Finland'}",FMI
